"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"aggressiveness","14","371","5.916","NN"
"aggressor","9","634","6.452","NN"
"aggrieve","8","0","0.000","VB"
"aggrieved","9","158","5.063","VB|JJ"
"aghast","6","216","5.375","JJ"
"agile","5","631","6.447","JJ|minor"
"agilely","7","5","1.609","RB"
"agility","7","1,228","7.113","NN"
"aging","5","2,956","7.992","VB|NN"
"agitate","7","181","5.198","VB"
"agitated","8","523","6.260","VB"
"agitating","9","122","4.804","VB|NN"
"agitation","9","806","6.692","NN"
"agitator","8","214","5.366","NN"
"agitators","9","78","4.357","NN"
"agleam","6","0","0.000","JJ"
"aglow","5","54","3.989","RB"
"Agnes","5","629","6.444","NN"
"agnostic","8","1,021","6.929","JJ|NN"
"agnostics","9","257","5.549","NN"
"ago","3","116,095","11.662","RB"
"agonies","7","113","4.727","NN"
"agonize","7","78","4.357","VB"
"agonized","8","144","4.970","VB"
"agonizes","8","26","3.258","VB"
"agonizing","9","463","6.138","JJ|VB"
"agony","5","2,245","7.716","NN"
"agoraphobia","11","29","3.367","NN"
"agrarian","8","397","5.984","JJ|NN"
"agree","5","103,383","11.546","VB"
"agreeable","9","656","6.486","JJ"
"agreeableness","13","4","1.386","NN"
"agreeably","9","52","3.951","RB"
"agreed","6","21,890","9.994","VB|JJ"
"agreeing","8","2,270","7.728","VB"
"agreement","9","23,528","10.066","NN"
"agreements","10","4,919","8.501","NN"
"agrees","6","5,544","8.620","VB"
"agricultural","12","5,049","8.527","JJ"
"agriculturalist","15","9","2.197","NN|JJ"
"agriculturally","14","39","3.664","RB"
"agriculture","11","5,462","8.606","NN"
"agriculture's","13","26","3.258","encl"
"agriculturist","13","1","0.000","NN"
"Agrippa","7","95","4.554","NN"
"agronomy","8","178","5.182","NN"
"aground","7","152","5.024","RB"
"ah","2","22,390","10.016","minor"
"ahead","5","25,862","10.161","RB|minor"
"ahem","4","1,977","7.589","minor|NN"
"ahoy","4","192","5.257","NN"
"aid","3","18,556","9.829","NN|VB"
"aide","4","1,575","7.362","NN"
"aided","5","1,647","7.407","VB|JJ"
"aides","5","671","6.509","NN"
"aiding","6","761","6.635","VB|NN"
"aids","4","22,058","10.001","NN|VB"
"ail","3","233","5.451","VB"
"ailerons","8","156","5.050","NN"
"ailing","6","286","5.656","VB"
"ailment","7","287","5.659","NN"
"ailments","8","575","6.354","NN"
"aim","3","7,900","8.975","NN|VB"
"aimed","5","7,151","8.875","VB"
"aiming","6","1,938","7.569","VB|NN"
"aimless","7","148","4.997","JJ"
"aimlessly","9","249","5.517","RB"
"aims","4","2,831","7.948","VB|NN"
"ain't","5","20,992","9.952","encl"
"air","3","81,115","11.304","NN|VB"
"airbase","7","130","4.868","NN"
"airbed","6","0","0.000","NN"
"airbladder","10","0","0.000","#"
"airborne","8","2,129","7.663","JJ"
"airbrake","8","22","3.091","#"
"airbus","6","575","6.354","NN|VB"
"aircraft","8","17,225","9.754","NN"
"aircraft's","10","140","4.942","encl"
"aircrew","7","126","4.836","NN"
"aircushion","10","0","0.000","#"
"airdrop","7","25","3.219","NN|VB"
"airdrops","8","28","3.332","VB|NN"
"aired","5","3,088","8.035","VB"
"airfield","8","498","6.211","NN"
"airfields","9","201","5.303","NN"
"airflow","7","417","6.033","NN"
"airforce","8","376","5.930","NN"
"airframe","8","440","6.087","NN"
"airily","6","16","2.773","RB"
"airless","7","420","6.040","JJ"
"airlift","7","196","5.278","NN|VB"
"airline","7","5,136","8.544","NN"
"airliner","8","341","5.832","NN"
"airlines","8","6,265","8.743","NN"
"airlock","7","560","6.328","NN"
"airmail","7","748","6.617","NN|VB"
"airman's","8","30","3.401","#"
"airmen","6","207","5.333","NN"
"airpark","7","82","4.407","NN|VB"
"airplane","8","4,709","8.457","NN"
"airplanes","9","1,699","7.438","NN"
"airport","7","11,859","9.381","NN"
"airports","8","1,688","7.431","NN"
"airs","4","1,597","7.376","NN|VB"
"airshaft","8","3","1.099","NN|VB"
"airship","7","448","6.105","NN"
"airsick","7","18","2.890","JJ"
"airspace","8","744","6.612","NN"
"airspeed","8","601","6.399","NN"
"airstrip","8","173","5.153","NN"
"airstrips","9","47","3.850","NN"
"airtight","8","366","5.903","JJ"
"airway","6","256","5.545","NN"
"airways","7","913","6.817","NN"
"airy","4","362","5.892","JJ"
"aisle","5","1,388","7.236","NN"
"ajar","4","149","5.004","RB"
"akin","4","2,436","7.798","JJ"
"Akron","5","3,129","8.048","NN"
"Al","2","70,783","11.167","NN"
"Alabama","7","5,243","8.565","NN"
"Alabamans","9","6","1.792","#"
"alabaster","9","1,704","7.441","NN"
"Alamo","5","1,525","7.330","NN"
"Alamogordo","10","86","4.454","NN"
"Alan","4","33,178","10.410","NN"
"alarm","5","5,599","8.630","NN|VB"
"alarmed","7","945","6.851","VB|JJ"
"alarming","8","1,058","6.964","JJ|VB"
"alarmingly","10","126","4.836","RB"
"alarmist","8","169","5.130","JJ"
"alarms","6","1,466","7.290","NN|VB"
"alas","4","4,353","8.379","minor"
"Alaska","6","6,248","8.740","NN"
"albacore","8","54","3.989","NN"
"Albania","7","1,749","7.467","NN"
"Albanian","8","2,802","7.938","NN|JJ"
"Albanians","9","1,808","7.500","NN"
"Albany","6","3,284","8.097","NN"
"albatross","9","535","6.282","NN"
"albeit","6","3,958","8.283","minor"
"Albert","6","10,552","9.264","NN"
"albino","6","860","6.757","NN"
"album","5","39,796","10.592","NN"
"albumin","7","1,082","6.987","NN"
"albums","6","11,973","9.390","NN"
"alchemist","9","525","6.263","NN"
"alchemy","7","1,069","6.974","NN"
"alcohol","7","14,209","9.562","NN"
"alcoholic","9","1,824","7.509","JJ|NN"
"alcoholics","10","993","6.901","NN"
"alcoholism","10","1,023","6.930","NN"
"alcohols","8","139","4.934","NN"
"alcove","6","264","5.576","NN"
"alcoves","7","58","4.060","NN"
"alderman","8","176","5.170","NN"
"aldermen","8","11","2.398","NN"
"ale","3","4,919","8.501","NN"
"alehouse","8","9","2.197","NN"
"alert","5","8,982","9.103","JJ|NN|VB"
"alerted","7","637","6.457","VB"
"alerting","8","332","5.805","VB"
"alertly","7","13","2.565","RB"
"alertness","9","217","5.380","NN"
"alerts","6","1,097","7.000","VB|NN"
"Alex","4","18,548","9.828","NN"
"Alexander","9","15,618","9.656","NN"
"Alexander's","11","423","6.047","encl"
"Alexandria","10","4,994","8.516","NN"
"Alexei","6","933","6.838","NN"
"Alexis","6","1,464","7.289","NN"
"Alex's","6","567","6.340","encl"
"alfalfa","7","448","6.105","NN"
"Alfonso","7","725","6.586","NN"
"Alfred","6","3,504","8.162","NN"
"alfredo","7","823","6.713","NN"
"Alfred's","8","38","3.638","encl"
"alga","4","66","4.190","NN"
"algae","5","2,276","7.730","NN"
"algaecide","9","3","1.099","NN"
"algebra","7","2,526","7.834","NN"
"algebraic","9","936","6.842","JJ"
"algebraically","13","72","4.277","RB"
"Algeria","7","1,251","7.132","NN"
"Algerian","8","500","6.215","JJ|NN"
"Algerians","9","84","4.431","NN"
"algorithm","9","10,946","9.301","NN"
"alias","5","22,466","10.020","NN|VB|JJ"
"alibi","5","333","5.808","NN"
"alibis","6","63","4.143","NN"
"Alice","5","5,711","8.650","NN"
"Alicia","6","1,099","7.002","NN"
"alien","5","21,215","9.962","JJ|NN"
"alienable","9","4","1.386","JJ"
"alienate","8","565","6.337","VB"
"alienated","9","635","6.454","VB|JJ"
"alienates","9","93","4.533","VB"
"alienation","10","462","6.136","NN"
"aliens","6","11,773","9.374","NN"
"alight","6","112","4.718","JJ|VB"
"align","5","1,452","7.281","VB"
"aligned","7","1,769","7.478","VB"
"aligning","8","335","5.814","VB"
"alignment","9","4,132","8.327","NN"
"alignments","10","464","6.140","NN"
"alike","5","5,595","8.630","JJ"
"aliment","7","8","2.079","NN|VB"
"alimony","7","311","5.740","NN"
"alive","5","19,998","9.903","JJ"
"alkali","6","107","4.673","NN"
"alkaline","8","757","6.629","JJ"
"alkalis","7","6","1.792","NN"
"all","3","1,699,638","14.346","minor|RB"
"Allah","5","8,033","8.991","NN"
"Allan","5","4,935","8.504","NN"
"allay","5","142","4.956","VB"
"allegation","10","1,011","6.919","NN"
"allegations","11","4,126","8.325","NN"
"allege","6","516","6.246","VB"
"alleged","7","7,788","8.960","VB|JJ"
"allegedly","9","4,412","8.392","RB"
"allegiance","10","1,343","7.203","NN"
"allegiances","11","64","4.159","NN"
"alleging","8","476","6.165","VB"
"allegoric","9","4","1.386","JJ"
"allegorical","11","237","5.468","JJ"
"allegory","8","505","6.225","NN"
"allegretto","10","26","3.258","JJ|RB|NN"
"allegro","7","660","6.492","JJ|NN"
"Alleluia","8","66","4.190","minor"
"Allen","5","14,718","9.597","NN"
"Allen's","7","342","5.835","encl"
"allergen","8","115","4.745","NN"
"allergic","8","1,965","7.583","JJ"
"allergies","9","1,840","7.518","NN"
"allergy","7","2,765","7.925","NN"
"alleviate","9","1,410","7.251","VB"
"alleviating","11","206","5.328","VB"
"alleviation","11","95","4.554","NN"
"alley","5","3,011","8.010","NN"
"alleys","6","238","5.472","NN"
"alleyway","8","88","4.477","NN"
"alleyways","9","63","4.143","NN"
"alliance","8","9,893","9.200","NN"
"alliances","9","1,387","7.235","NN"
"alliance's","10","110","4.700","encl"
"allied","6","3,392","8.129","VB|JJ"
"allies","6","4,984","8.514","NN|VB"
"alligator","9","723","6.583","NN"
"alligatored","11","1","0.000","JJ"
"Allison","7","3,144","8.053","NN"
"Allison's","9","156","5.050","#"
"alliterate","10","10","2.303","VB"
"alliteration","12","109","4.691","NN"
"alliterative","12","69","4.234","JJ"
"allocable","9","0","0.000","JJ"
"allocate","8","3,320","8.108","VB"
"allocated","9","17,925","9.794","VB"
"allocation","10","4,216","8.347","NN"
"allocations","11","700","6.551","NN"
"allopathic","10","119","4.779","JJ"
"allopathy","9","55","4.007","NN"
"allot","5","479","6.172","VB"
"alloted","7","173","5.153","JJ|VB"
"allotment","9","328","5.793","NN"
"allotments","10","58","4.060","NN"
"allotted","8","472","6.157","VB"
"allotting","9","162","5.088","VB"
"allow","5","76,957","11.251","VB|NN"
"allowable","9","938","6.844","JJ"
"allowance","9","1,448","7.278","NN"
"allowances","10","600","6.397","NN"
"allowed","7","44,517","10.704","VB"
"allowing","8","16,704","9.723","VB"
"allows","6","43,222","10.674","VB"
"alloy","5","1,454","7.282","NN|VB"
"alloys","6","794","6.677","NN|VB"
"allspice","8","107","4.673","NN"
"alluded","7","700","6.551","VB"
"alludes","7","261","5.565","VB"
"alluding","8","307","5.727","VB"
"allure","6","247","5.509","NN"
"allurement","10","0","0.000","NN"
"alluring","8","175","5.165","JJ|VB"
"allusion","8","408","6.011","NN"
"allusions","9","378","5.935","NN"
"allusive","8","11","2.398","JJ"
"allusiveness","12","0","0.000","NN"
"ally","4","2,857","7.958","NN|VB"
"almanac","7","1,374","7.225","NN"
"Almighty","8","1,923","7.562","NN|JJ"
"almond","6","645","6.469","NN"
"almonds","7","452","6.114","NN"
"almost","6","111,601","11.623","RB"
"alms","4","134","4.898","NN"
"aloe","4","304","5.717","NN"
"aloes","5","11","2.398","NN"
"aloft","5","282","5.642","RB|JJ|NN"
"alone","5","51,000","10.840","RB|JJ"
"aloneness","9","22","3.091","NN"
"along","5","92,602","11.436","minor"
"alongside","9","2,364","7.768","minor"
"aloof","5","368","5.908","JJ"
"aloofness","9","84","4.431","NN"
"aloud","5","1,270","7.147","RB"
"Alp","3","513","6.240","NN"
"alpha","5","36,445","10.504","NN|JJ|minor"
"alphabet","8","2,867","7.961","NN"
"alphabetic","10","787","6.668","JJ"
"alphabetical","12","1,748","7.466","JJ"
"alphabetized","12","190","5.247","VB|JJ"
"Alpine","6","2,682","7.894","NN|JJ"
"Alps","4","805","6.691","NN"
"already","7","146,289","11.893","RB"
"alright","7","6,035","8.705","RB"
"Al's","4","941","6.847","encl"
"also","4","782,967","13.571","RB"
"altar","5","3,404","8.133","NN"
"altarpiece","10","4","1.386","NN"
"alter","5","7,920","8.977","VB"
"alteration","10","2,475","7.814","NN"
"alterations","11","1,111","7.013","NN"
"altercate","9","1","0.000","VB"
"altercation","11","147","4.990","NN"
"altered","7","5,171","8.551","VB"
"altering","8","1,830","7.512","VB"
"alterman","8","40","3.689","#"
"alternate","9","10,657","9.274","VB"
"alternated","10","190","5.247","VB"
"alternately","11","1,701","7.439","RB"
"alternating","11","1,312","7.179","VB"
"alternation","11","131","4.875","NN"
"alternative","11","30,931","10.340","NN|JJ"
"alternatively","13","5,188","8.554","RB"
"alternatives","12","8,629","9.063","NN"
"alternator","10","873","6.772","NN"
"alters","6","983","6.891","VB"
"although","8","109,965","11.608","minor|NN"
"altitude","8","3,730","8.224","NN"
"alto","4","5,834","8.671","NN"
"altogether","10","5,416","8.597","RB"
"altruism","8","542","6.295","NN"
"altruist","8","50","3.912","NN|JJ"
"altruistically","14","18","2.890","RB"
"alum","4","506","6.227","NN"
"aluminium","9","978","6.886","NN|JJ"
"aluminum","8","6,380","8.761","NN|JJ"
"alumnae","7","48","3.871","NN"
"alumni","6","2,572","7.852","NN"
"alveolar","8","45","3.807","NN|JJ"
"alveoli","7","14","2.639","NN"
"alveolus","8","1","0.000","NN"
"always","6","200,870","12.210","RB"
"am","2","547,593","13.213","VB"
"amalgamate","10","26","3.258","VB"
"amalgamated","11","125","4.828","VB|JJ"
"amalgamation","12","103","4.635","NN"
"amass","5","272","5.606","VB"
"amassing","8","98","4.585","VB|NN"
"amateur","7","12,735","9.452","NN|JJ"
"amateurish","10","206","5.328","JJ"
"amateurishness","14","5","1.609","NN"
"amateurs","8","1,918","7.559","NN"
"amatory","7","2","0.693","JJ"
"amaze","5","803","6.688","VB"
"amazed","6","5,473","8.608","VB"
"amazement","9","1,163","7.059","NN"
"amazing","7","25,096","10.130","JJ|VB"
"amazingly","9","2,716","7.907","RB"
"Amazon","6","1,480","7.300","NN"
"Amazonian","9","86","4.454","JJ|NN"
"Amazons","7","402","5.996","NN"
"ambassador","10","5,102","8.537","NN"
"ambassadors","11","953","6.860","NN"
"ambassador's","12","159","5.069","encl"
"amber","5","2,653","7.883","JJ|NN"
"ambiance","8","216","5.375","NN"
"ambidextrous","12","168","5.124","JJ"
"ambience","8","408","6.011","NN"
"ambient","7","2,798","7.937","JJ"
"ambiguities","11","349","5.855","NN"
"ambiguity","9","1,279","7.154","NN"
"ambiguous","9","2,537","7.839","JJ"
"ambition","8","1,258","7.137","NN"
"ambitions","9","832","6.724","NN"
"ambitious","9","1,803","7.497","JJ"
"ambitiously","11","9","2.197","RB"
"ambivalence","11","185","5.220","NN"
"ambivalent","10","278","5.628","JJ"
"amble","5","52","3.951","VB|NN"
"ambled","6","51","3.932","VB"
"ambling","7","39","3.664","VB|NN|JJ"
"Ambrose","7","1,410","7.251","NN"
"ambrosia","8","486","6.186","NN"
"ambrosial","9","7","1.946","JJ"
"ambulance","9","1,400","7.244","NN"
"ambulances","10","189","5.242","NN"
"ambulatory","10","128","4.852","JJ"
"ambuscade","9","3","1.099","NN"
"ambush","6","1,823","7.508","NN|VB"
"ambushed","8","317","5.759","VB"
"ambushes","8","100","4.605","NN|VB"
"Amelia's","8","11","2.398","encl"
"ameliorate","10","165","5.106","VB"
"Amen","4","2,688","7.897","minor"
"amenable","8","501","6.217","JJ"
"amend","5","2,300","7.741","VB"
"amendable","9","28","3.332","JJ"
"amended","7","3,589","8.186","VB"
"amending","8","375","5.927","VB"
"amendment","9","28,203","10.247","NN"
"amendments","10","3,038","8.019","NN"
"amendment's","11","239","5.476","encl"
"amenity","7","34","3.526","NN"
"America","7","78,729","11.274","NN"
"American","8","119,723","11.693","JJ|NN"
"Americana","9","640","6.461","NN"
"Americanize","11","20","2.996","VB"
"Americans","9","30,950","10.340","NN"
"American's","10","412","6.021","encl"
"Americas","8","2,905","7.974","NN"
"America's","9","5,934","8.688","encl"
"amethyst","8","549","6.308","NN"
"amiable","7","302","5.710","JJ"
"amicable","8","175","5.165","JJ"
"amicably","8","89","4.489","RB"
"amid","4","963","6.870","minor"
"amide","5","48","3.871","NN"
"amidst","6","693","6.541","minor"
"amigo","5","1,201","7.091","NN|minor"
"amino","5","1,624","7.393","NN"
"amiss","5","385","5.953","RB|JJ|NN"
"amity","5","121","4.796","NN"
"ammo","4","5,933","8.688","NN"
"ammonia","7","1,228","7.113","NN"
"ammonium","8","511","6.236","NN"
"ammunition","10","3,018","8.012","NN"
"amnesia","7","2,567","7.850","NN"
"amnesty","7","3,521","8.167","NN"
"amoeba","6","479","6.172","NN"
"amok","4","547","6.304","RB"
"among","5","60,232","11.006","minor"
"amongst","7","7,083","8.865","minor"
"amoral","6","330","5.799","JJ"
"amorality","9","60","4.094","NN"
"amorist","7","0","0.000","NN"
"amorous","7","277","5.624","JJ"
"amorphous","9","454","6.118","JJ"
"amorphously","11","3","1.099","RB"
"amortization","12","138","4.927","NN"
"amortize","8","45","3.807","VB"
"amory","5","156","5.050","NN"
"amount","6","61,858","11.033","NN|VB"
"amounted","8","689","6.535","VB"
"amounting","9","246","5.505","VB"
"amounts","7","13,100","9.480","NN|VB"
"amour","5","151","5.017","NN|minor"
"amp","3","8,909","9.095","NN"
"ampere","6","58","4.060","NN"
"ampersand","9","230","5.438","NN"
"amphetamine","11","321","5.771","NN"
"amphetamines","12","233","5.451","NN"
"amphibian","9","344","5.841","NN"
"amphibious","10","343","5.838","JJ"
"amphitheater","12","187","5.231","NN"
"ample","5","2,593","7.861","JJ"
"amplification","13","758","6.631","NN"
"amplified","9","1,243","7.125","VB"
"amplifier","9","2,898","7.972","NN"
"amplifiers","10","1,395","7.241","NN"
"amplify","7","529","6.271","VB"
"amplifying","10","142","4.956","VB"
"amplitude","9","1,226","7.112","NN"
"amply","5","395","5.979","RB"
"amputate","8","121","4.796","VB"
"amputated","9","273","5.609","VB"
"amputation","10","200","5.298","NN"
"amputee","7","196","5.278","NN"
"Amsterdam","9","5,332","8.581","NN"
"amuck","5","148","4.997","NN|RB"
"amulet","6","5,056","8.528","NN"
"amulets","7","133","4.890","NN"
"amuse","5","644","6.468","VB"
"amused","6","2,272","7.728","VB|JJ"
"amusedly","8","25","3.219","RB"
"amusement","9","2,171","7.683","NN"
"amusements","10","154","5.037","NN"
"amusing","7","5,616","8.633","JJ|VB"
"amusingly","9","130","4.868","RB"
"Amy","3","8,061","8.995","NN"
"an","2","1,578,013","14.272","minor"
"anachronism","11","388","5.961","NN"
"anachronisms","12","91","4.511","NN"
"anachronistically","17","8","2.079","RB"
"anaconda","8","164","5.100","NN"
"anacondas","9","15","2.708","NN"
"anaconda's","10","0","0.000","encl"
"anaerobic","9","613","6.418","JJ"
"anaesthetic","11","179","5.187","JJ"
"anaesthetize","12","1","0.000","VB"
"anagram","7","717","6.575","NN"
"anal","4","4,820","8.481","JJ"
"analeptic","9","0","0.000","JJ"
"analogies","9","826","6.717","NN"
"analogous","9","1,989","7.595","JJ"
"analogy","7","6,964","8.849","NN"
"analysed","8","355","5.872","VB"
"analyses","8","2,863","7.960","VB"
"analysis","8","47,575","10.770","NN"
"analyst","7","16,990","9.740","NN"
"analysts","8","7,803","8.962","NN"
"analyst's","9","44","3.784","encl"
"analytic","8","1,135","7.034","JJ"
"analytical","10","4,388","8.387","JJ"
